GAME_DATE,TEAM_ABBREVIATION,WL,PTS,GAME_ID
2025-12-07,NYK,W,106,0022500357
2025-12-07,ORL,L,100,0022500357
2025-12-07,PHI,L,108,0022500362
2025-12-07,POR,L,96,0022500360
2025-12-07,OKC,W,131,0022500363
2025-12-07,TOR,L,113,0022500358
2025-12-07,UTA,L,101,0022500363
2025-12-07,MEM,W,119,0022500360
2025-12-07,CHA,L,106,0022500359
2025-12-08,NOP,L,132,0022500366
2025-12-08,MIN,L,105,0022500365
2025-12-08,IND,W,116,0022500364
2025-12-08,PHX,W,108,0022500365
2025-12-08,SAC,L,105,0022500364
2025-12-08,SAS,W,135,0022500366
2025-12-09,MIA,L,108,0022501201
2025-12-09,NYK,W,117,0022501202
2025-12-09,ORL,W,117,0022501201
2025-12-09,TOR,L,101,0022501202
2025-12-10,LAL,L,119,0022501204
2025-12-10,PHX,L,89,0022501203
2025-12-10,SAS,W,132,0022501204
2025-12-10,OKC,W,138,0022501203
2025-12-11,BOS,L,101,0022501206
2025-12-11,NOP,W,143,0022501207
2025-12-11,DEN,W,136,0022501208
2025-12-11,HOU,W,115,0022501205
2025-12-11,LAC,L,113,0022501205
2025-12-11,MIL,W,116,0022501206
2025-12-11,POR,L,120,0022501207
2025-12-11,SAC,L,105,0022501208
2025-12-12,ATL,L,115,0022501210
2025-12-12,CLE,W,130,0022501212
2025-12-12,CHI,W,129,0022501209
2025-12-12,DAL,W,119,0022501214
2025-12-12,GSW,L,120,0022501215
2025-12-12,MIN,W,127,0022501215
2025-12-12,BKN,L,111,0022501214
2025-12-12,IND,L,105,0022501211
2025-12-12,PHI,W,115,0022501211
2025-12-12,UTA,W,130,0022501213
2025-12-12,MEM,L,126,0022501213
2025-12-12,WAS,L,126,0022501212
2025-12-12,DET,W,142,0022501210
2025-12-12,CHA,L,126,0022501209
2025-12-13,NYK,W,132,0022501229
2025-12-13,ORL,L,120,0022501229
2025-12-13,SAS,W,111,0022501230
2025-12-13,OKC,L,109,0022501230
2025-12-14,ATL,W,120,0022501217
2025-12-14,CLE,L,111,0022501218
2025-12-14,NOP,W,114,0022501223
2025-12-14,CHI,L,104,0022501223
2025-12-14,GSW,L,131,0022501221
2025-12-14,LAL,W,116,0022501228
2025-12-14,MIL,L,82,0022501219
2025-12-14,MIN,W,117,0022501220
2025-12-14,BKN,W,127,0022501219
2025-12-14,IND,L,89,0022501216
2025-12-14,PHI,L,117,0022501217
2025-12-14,PHX,L,114,0022501228
2025-12-14,POR,W,136,0022501221
2025-12-14,SAC,L,103,0022501220
2025-12-14,WAS,W,108,0022501216
2025-12-14,CHA,W,119,0022501218
2025-12-15,BOS,L,105,0022501222
2025-12-15,DAL,L,133,0022501224
2025-12-15,DEN,W,128,0022501225
2025-12-15,HOU,L,125,0022501225
2025-12-15,LAC,L,103,0022501226
2025-12-15,MIA,L,96,0022501227
2025-12-15,TOR,W,106,0022501227
2025-12-15,UTA,W,140,0022501224
2025-12-15,MEM,W,121,0022501226
2025-12-15,DET,W,112,0022501222
2025-12-17,CLE,L,111,0022500367
2025-12-17,CHI,W,127,0022500367
2025-12-17,MIN,L,110,0022500368
2025-12-17,MEM,W,116,0022500368
2025-12-18,ATL,L,126,0022500371
2025-12-18,NOP,W,133,0022500375
2025-12-18,DAL,W,116,0022500376
2025-12-18,DEN,W,126,0022500377
2025-12-18,GSW,L,98,0022500378
2025-12-18,HOU,L,128,0022500375
2025-12-18,LAC,L,101,0022500369
2025-12-18,LAL,W,143,0022500379
2025-12-18,MIA,W,106,0022500373
2025-12-18,MIL,L,105,0022500374
2025-12-18,BKN,L,95,0022500373
2025-12-18,NYK,W,114,0022500372
2025-12-18,ORL,L,115,0022500377
2025-12-18,IND,L,113,0022500372
2025-12-18,PHX,W,99,0022500378
2025-12-18,POR,W,134,0022500380
2025-12-18,SAC,L,133,0022500380
2025-12-18,SAS,W,119,0022500370
2025-12-18,OKC,W,122,0022500369
2025-12-18,TOR,W,111,0022500374
2025-12-18,UTA,L,135,0022500379
2025-12-18,WAS,L,94,0022500370
2025-12-18,DET,L,114,0022500376
2025-12-18,CHA,W,133,0022500371
2025-12-19,ATL,L,98,0022500383
2025-12-19,BOS,W,129,0022500381
2025-12-19,CLE,L,125,0022500384
2025-12-19,CHI,W,136,0022500384
2025-12-19,MIA,L,116,0022500381
2025-12-19,MIN,W,112,0022500385
2025-12-19,NYK,L,107,0022500382
2025-12-19,PHI,W,116,0022500382
2025-12-19,SAS,W,126,0022500383
2025-12-19,OKC,L,107,0022500385
2025-12-20,BOS,W,112,0022500388
2025-12-20,NOP,W,128,0022500389
2025-12-20,DAL,L,114,0022500387
2025-12-20,DEN,L,101,0022500386
2025-12-20,GSW,W,119,0022500392
2025-12-20,HOU,W,115,0022500386
2025-12-20,LAC,W,103,0022500395
2025-12-20,LAL,L,88,0022500395
2025-12-20,ORL,W,128,0022500393
2025-12-20,IND,L,109,0022500389
2025-12-20,PHI,W,121,0022500387
2025-12-20,PHX,L,116,0022500392
2025-12-20,POR,W,98,0022500394
2025-12-20,SAC,L,93,0022500394
2025-12-20,TOR,L,96,0022500388
2025-12-20,UTA,L,127,0022500393
2025-12-20,MEM,L,122,0022500391
2025-12-20,WAS,W,130,0022500391
2025-12-20,DET,W,112,0022500390
2025-12-20,CHA,L,86,0022500390
2025-12-21,ATL,L,150,0022500396
2025-12-21,CHI,W,152,0022500396
2025-12-21,HOU,L,124,0022500401
2025-12-21,MIA,L,125,0022500398
2025-12-21,MIL,L,100,0022500400
2025-12-21,MIN,W,103,0022500400
2025-12-21,BKN,W,96,0022500397
2025-12-21,NYK,W,132,0022500398
2025-12-21,SAC,W,125,0022500401
2025-12-21,SAS,W,124,0022500399
2025-12-21,TOR,L,81,0022500397
2025-12-21,WAS,L,113,0022500399
2025-12-22,BOS,W,103,0022500403
2025-12-22,CLE,W,139,0022500402
2025-12-22,NOP,W,119,0022500404
2025-12-22,DAL,L,113,0022500404
2025-12-22,DEN,W,135,0022500405
2025-12-22,GSW,W,120,0022500407
2025-12-22,ORL,L,97,0022500407
2025-12-22,IND,L,95,0022500403
2025-12-22,POR,L,102,0022500408
2025-12-22,OKC,W,119,0022500406
2025-12-22,UTA,L,112,0022500405
2025-12-22,MEM,L,103,0022500406
2025-12-22,DET,W,110,0022500408
2025-12-22,CHA,L,132,0022500402
2025-12-23,ATL,L,123,0022500411
2025-12-23,CLE,W,141,0022500412
2025-12-23,NOP,L,118,0022500412
2025-12-23,CHI,W,126,0022500411
2025-12-23,DAL,W,131,0022500415
2025-12-23,DEN,L,130,0022500415
2025-12-23,HOU,L,108,0022500422
2025-12-23,LAC,W,128,0022500422
2025-12-23,LAL,L,108,0022500418
2025-12-23,MIA,L,91,0022500414
2025-12-23,MIL,W,111,0022500413
2025-12-23,MIN,W,115,0022500416
2025-12-23,BKN,W,114,0022500410
2025-12-23,NYK,L,104,0022500416
2025-12-23,ORL,W,110,0022500420
2025-12-23,IND,L,94,0022500413
2025-12-23,PHI,L,106,0022500410
2025-12-23,PHX,W,132,0022500418
2025-12-23,POR,L,106,0022500420
2025-12-23,SAC,L,127,0022500421
2025-12-23,SAS,W,130,0022500417
2025-12-23,OKC,L,110,0022500417
2025-12-23,TOR,W,112,0022500414
2025-12-23,UTA,L,128,0022500419
2025-12-23,MEM,W,137,0022500419
2025-12-23,WAS,L,109,0022500409
2025-12-23,DET,W,136,0022500421
2025-12-23,CHA,W,126,0022500409
2025-12-25,CLE,L,124,0022500009
2025-12-25,DAL,L,116,0022500011
2025-12-25,DEN,W,142,0022500013
2025-12-25,GSW,W,126,0022500011
2025-12-25,HOU,W,119,0022500012
2025-12-25,LAL,L,96,0022500012
2025-12-25,MIN,L,138,0022500013
2025-12-25,NYK,W,126,0022500009
2025-12-25,SAS,W,117,0022500010
2025-12-25,OKC,L,102,0022500010
2025-12-26,ATL,L,111,0022500423
2025-12-26,BOS,W,140,0022500426
2025-12-26,NOP,L,108,0022500429
2025-12-26,CHI,W,109,0022500427
2025-12-26,LAC,W,119,0022500431
2025-12-26,MIA,W,126,0022500423
2025-12-26,MIL,L,104,0022500428
2025-12-26,ORL,L,105,0022500424
2025-12-26,IND,L,122,0022500426
2025-12-26,PHI,L,102,0022500427
2025-12-26,PHX,W,115,0022500429
2025-12-26,POR,L,103,0022500431
2025-12-26,TOR,L,117,0022500425
2025-12-26,UTA,W,131,0022500430
2025-12-26,MEM,W,125,0022500428
2025-12-26,WAS,W,138,0022500425
2025-12-26,DET,L,129,0022500430
2025-12-26,CHA,W,120,0022500424
2025-12-27,ATL,L,125,0022500435
2025-12-27,CLE,L,100,0022500438
2025-12-27,NOP,L,114,0022500434
2025-12-27,CHI,L,103,0022500437
2025-12-27,DAL,L,107,0022500432
2025-12-27,DEN,L,126,0022500433
2025-12-27,HOU,W,117,0022500438
2025-12-27,MIA,W,142,0022500436
2025-12-27,MIL,W,112,0022500437
2025-12-27,MIN,L,107,0022500439
2025-12-27,BKN,W,123,0022500439
2025-12-27,NYK,W,128,0022500435
2025-12-27,ORL,W,127,0022500433
2025-12-27,IND,L,116,0022500436
2025-12-27,PHX,W,123,0022500434
2025-12-27,SAC,W,113,0022500432
2025-12-27,SAS,L,114,0022500440
2025-12-27,UTA,W,127,0022500440
2025-12-28,BOS,L,108,0022500444
2025-12-28,GSW,L,127,0022500441
2025-12-28,LAC,W,112,0022500445
2025-12-28,LAL,W,125,0022500446
2025-12-28,PHI,L,104,0022500442
2025-12-28,POR,W,114,0022500444
2025-12-28,SAC,L,101,0022500446
2025-12-28,OKC,W,129,0022500442
2025-12-28,TOR,W,141,0022500441
2025-12-28,MEM,L,112,0022500443
2025-12-28,WAS,W,116,0022500443
2025-12-28,DET,L,99,0022500445
2025-12-29,ATL,L,129,0022500455
2025-12-29,CLE,W,113,0022500456
2025-12-29,NOP,L,125,0022500454
2025-12-29,CHI,L,101,0022500452
2025-12-29,DAL,L,122,0022500457
2025-12-29,DEN,L,123,0022500450
2025-12-29,GSW,W,120,0022500449
2025-12-29,HOU,W,126,0022500453
2025-12-29,MIA,W,147,0022500450
2025-12-29,MIL,W,123,0022500447
2025-12-29,MIN,W,136,0022500452
2025-12-29,BKN,L,107,0022500449
2025-12-29,NYK,W,130,0022500454
2025-12-29,ORL,L,106,0022500451
2025-12-29,IND,L,119,0022500453
2025-12-29,PHX,W,115,0022500448
2025-12-29,POR,W,125,0022500457
2025-12-29,SAS,L,101,0022500456
2025-12-29,OKC,W,140,0022500455
2025-12-29,TOR,W,107,0022500451
2025-12-29,WAS,L,101,0022500448
2025-12-29,CHA,L,113,0022500447
2025-12-30,BOS,W,129,0022500459
2025-12-30,LAC,W,131,0022500461
2025-12-30,LAL,L,106,0022500460
2025-12-30,PHI,W,139,0022500458
2025-12-30,SAC,L,90,0022500461
2025-12-30,UTA,L,119,0022500459
2025-12-30,MEM,L,136,0022500458
2025-12-30,DET,W,128,0022500460
2025-12-31,ATL,W,126,0022500463
2025-12-31,CLE,W,129,0022500465
2025-12-31,NOP,L,118,0022500466
2025-12-31,CHI,W,134,0022500466
2025-12-31,DEN,W,106,0022500468
2025-12-31,GSW,W,132,0022500462
2025-12-31,MIL,L,113,0022500469
2025-12-31,MIN,L,102,0022500463
2025-12-31,NYK,L,132,0022500467
2025-12-31,ORL,W,112,0022500464
2025-12-31,IND,L,110,0022500464
2025-12-31,PHX,L,113,0022500465
2025-12-31,POR,L,95,0022500470
2025-12-31,SAS,W,134,0022500467
2025-12-31,OKC,W,124,0022500470
2025-12-31,TOR,L,103,0022500468
2025-12-31,WAS,W,114,0022500469
2025-12-31,CHA,L,125,0022500462
2026-01-01,BOS,W,120,0022500474
2026-01-01,DAL,L,108,0022500473
2026-01-01,HOU,W,120,0022500471
2026-01-01,LAC,W,118,0022500475
2026-01-01,MIA,W,118,0022500472
2026-01-01,BKN,L,96,0022500471
2026-01-01,PHI,W,123,0022500473
2026-01-01,SAC,L,106,0022500474
2026-01-01,UTA,L,101,0022500475
2026-01-01,DET,L,112,0022500472
2026-01-02,ATL,W,111,0022500479
2026-01-02,CLE,W,113,0022500478
2026-01-02,NOP,L,109,0022500482
2026-01-02,CHI,W,121,0022500480
2026-01-02,DEN,L,108,0022500478
2026-01-02,GSW,L,94,0022500484
2026-01-02,LAL,W,128,0022500485
2026-01-02,MIL,W,122,0022500481
2026-01-02,BKN,L,99,0022500477
2026-01-02,NYK,L,99,0022500479
2026-01-02,ORL,L,114,0022500480
2026-01-02,IND,L,113,0022500476
2026-01-02,PHX,W,129,0022500483
2026-01-02,POR,W,122,0022500482
2026-01-02,SAC,L,102,0022500483
2026-01-02,SAS,W,123,0022500476
2026-01-02,OKC,W,131,0022500484
2026-01-02,MEM,L,121,0022500485
2026-01-02,WAS,W,119,0022500477
2026-01-02,CHA,L,121,0022500481
2026-01-03,ATL,L,117,0022500488
2026-01-03,BOS,W,146,0022500493
2026-01-03,CHI,L,99,0022500489
2026-01-03,DAL,W,110,0022500491
2026-01-03,GSW,W,123,0022500492
2026-01-03,HOU,L,104,0022500491
2026-01-03,LAC,L,115,0022500493
2026-01-03,MIA,L,115,0022500486
2026-01-03,MIN,W,125,0022500486
2026-01-03,NYK,L,119,0022500487
2026-01-03,PHI,W,130,0022500487
2026-01-03,POR,W,115,0022500490
2026-01-03,SAS,L,110,0022500490
2026-01-03,TOR,W,134,0022500488
2026-01-03,UTA,L,114,0022500492
2026-01-03,CHA,W,112,0022500489
2026-01-04,CLE,L,110,0022500494
2026-01-04,NOP,L,106,0022500497
2026-01-04,DEN,L,115,0022500496
2026-01-04,LAL,W,120,0022500501
2026-01-04,MIA,W,125,0022500497
2026-01-04,MIL,W,115,0022500500
2026-01-04,MIN,W,141,0022500498
2026-01-04,BKN,W,127,0022500496
2026-01-04,ORL,W,135,0022500495
2026-01-04,IND,L,127,0022500495
2026-01-04,PHX,W,108,0022500499
2026-01-04,SAC,L,98,0022500500
2026-01-04,OKC,L,105,0022500499
2026-01-04,MEM,L,114,0022500501
2026-01-04,WAS,L,115,0022500498
2026-01-04,DET,W,114,0022500494
2026-01-05,ATL,L,100,0022500504
2026-01-05,BOS,W,115,0022500503
2026-01-05,CHI,L,101,0022500503
2026-01-05,DEN,W,125,0022500507
2026-01-05,GSW,L,102,0022500508
2026-01-05,HOU,W,100,0022500505
2026-01-05,LAC,W,103,0022500508
2026-01-05,NYK,L,90,0022500502
2026-01-05,PHI,L,124,0022500507
2026-01-05,PHX,L,97,0022500505
2026-01-05,POR,W,137,0022500509
2026-01-05,OKC,L,97,0022500506
2026-01-05,TOR,W,118,0022500504
2026-01-05,UTA,L,117,0022500509
2026-01-05,DET,W,121,0022500502
2026-01-05,CHA,W,124,0022500506
2026-01-06,CLE,W,120,0022500510
2026-01-06,NOP,L,103,0022500514
2026-01-06,DAL,W,100,0022500515
2026-01-06,LAL,W,111,0022500514
2026-01-06,MIA,L,94,0022500513
2026-01-06,MIN,W,122,0022500513
2026-01-06,ORL,L,112,0022500511
2026-01-06,IND,L,116,0022500510
2026-01-06,SAC,L,98,0022500515
2026-01-06,SAS,L,105,0022500512
2026-01-06,MEM,W,106,0022500512
2026-01-06,WAS,W,120,0022500511
2026-01-07,ATL,W,117,0022500519
2026-01-07,BOS,L,110,0022500520
2026-01-07,NOP,L,100,0022500519
2026-01-07,CHI,L,93,0022500517
2026-01-07,DEN,W,114,0022500520
2026-01-07,GSW,W,120,0022500526
2026-01-07,HOU,L,102,0022500527
2026-01-07,LAC,L,111,0022500522
2026-01-07,LAL,L,91,0022500523
2026-01-07,MIL,L,113,0022500526
2026-01-07,BKN,L,103,0022500521
2026-01-07,NYK,W,123,0022500522
2026-01-07,ORL,W,104,0022500521
2026-01-07,PHI,W,131,0022500518
2026-01-07,PHX,W,117,0022500524
2026-01-07,POR,W,103,0022500527
2026-01-07,SAS,W,107,0022500523
2026-01-07,OKC,W,129,0022500525
2026-01-07,TOR,W,97,0022500516
2026-01-07,UTA,L,125,0022500525
2026-01-07,MEM,L,98,0022500524
2026-01-07,WAS,L,110,0022500518
2026-01-07,DET,W,108,0022500517
2026-01-07,CHA,L,96,0022500516
2026-01-08,CLE,L,122,0022500530
2026-01-08,DAL,L,114,0022500531
2026-01-08,MIN,W,131,0022500530
2026-01-08,IND,W,114,0022500528
2026-01-08,UTA,W,116,0022500531
2026-01-08,CHA,L,112,0022500528
2026-01-09,ATL,W,110,0022500537
2026-01-09,BOS,W,125,0022500532
2026-01-09,NOP,W,128,0022500534
2026-01-09,DEN,L,87,0022500537
2026-01-09,GSW,W,137,0022500539
2026-01-09,HOU,L,105,0022500540
2026-01-09,LAC,W,121,0022500535
2026-01-09,LAL,L,101,0022500541
2026-01-09,MIL,W,105,0022500541
2026-01-09,BKN,L,105,0022500535
2026-01-09,NYK,L,107,0022500538
2026-01-09,ORL,L,91,0022500533
2026-01-09,PHI,W,103,0022500533
2026-01-09,PHX,W,112,0022500538
2026-01-09,POR,W,111,0022500540
2026-01-09,SAC,L,103,0022500539
2026-01-09,OKC,W,117,0022500536
2026-01-09,TOR,L,117,0022500532
2026-01-09,MEM,L,116,0022500536
2026-01-09,WAS,L,107,0022500534
2026-01-10,BOS,L,95,0022500545
2026-01-10,CLE,W,146,0022500542
2026-01-10,CHI,W,125,0022500546
2026-01-10,DAL,L,107,0022500546
2026-01-10,LAC,W,98,0022500544
2026-01-10,MIA,L,99,0022500543
2026-01-10,MIN,L,134,0022500542
2026-01-10,IND,W,123,0022500543
2026-01-10,SAS,W,100,0022500545
2026-01-10,UTA,L,95,0022500547
2026-01-10,DET,L,92,0022500544
2026-01-10,CHA,W,150,0022500547
2026-01-11,ATL,W,124,0022500556
2026-01-11,NOP,L,118,0022500548
2026-01-11,DEN,W,108,0022500554
2026-01-11,GSW,L,111,0022500556
2026-01-11,HOU,L,98,0022500557
2026-01-11,MIA,L,112,0022500553
2026-01-11,MIL,L,104,0022500554
2026-01-11,MIN,W,104,0022500552
2026-01-11,BKN,L,98,0022500549
2026-01-11,NYK,W,123,0022500551
2026-01-11,ORL,W,128,0022500548
2026-01-11,PHI,L,115,0022500550
2026-01-11,PHX,W,112,0022500555
2026-01-11,POR,L,114,0022500551
2026-01-11,SAC,W,111,0022500557
2026-01-11,SAS,L,103,0022500552
2026-01-11,OKC,W,124,0022500553
2026-01-11,TOR,W,116,0022500550
2026-01-11,MEM,W,103,0022500549
2026-01-11,WAS,L,93,0022500555
2026-01-12,BOS,L,96,0022500559
2026-01-12,CLE,L,112,0022500558
2026-01-12,DAL,W,113,0022500561
2026-01-12,LAC,W,117,0022500563
2026-01-12,LAL,L,112,0022500562
2026-01-12,BKN,L,105,0022500561
2026-01-12,IND,W,98,0022500559
2026-01-12,PHI,W,115,0022500560
2026-01-12,SAC,W,124,0022500562
2026-01-12,TOR,L,102,0022500560
2026-01-12,UTA,W,123,0022500558
2026-01-12,CHA,L,109,0022500563
2026-01-13,ATL,L,116,0022500569
2026-01-13,NOP,L,116,0022500567
2026-01-13,CHI,L,113,0022500565
2026-01-13,DEN,W,122,0022500567
2026-01-13,GSW,W,119,0022500570
2026-01-13,HOU,W,119,0022500565
2026-01-13,LAL,W,141,0022500569
2026-01-13,MIA,W,127,0022500564
2026-01-13,MIL,L,106,0022500566
2026-01-13,MIN,W,139,0022500566
2026-01-13,PHX,L,121,0022500564
2026-01-13,POR,L,97,0022500570
2026-01-13,SAS,L,98,0022500568
2026-01-13,OKC,W,119,0022500568
2026-01-14,CLE,W,133,0022500572
2026-01-14,NOP,W,116,0022500574
2026-01-14,CHI,W,128,0022500573
2026-01-14,DAL,L,109,0022500575
2026-01-14,DEN,W,118,0022500575
2026-01-14,LAC,W,119,0022500577
2026-01-14,BKN,L,113,0022500574
2026-01-14,NYK,L,101,0022500576
2026-01-14,IND,L,101,0022500571
2026-01-14,PHI,L,107,0022500572
2026-01-14,SAC,W,112,0022500576
2026-01-14,TOR,W,115,0022500571
2026-01-14,UTA,L,126,0022500573
2026-01-14,WAS,L,105,0022500577
2026-01-15,ATL,L,101,0022500585
2026-01-15,BOS,W,119,0022500580
2026-01-15,DAL,W,144,0022500583
2026-01-15,GSW,W,126,0022500584
2026-01-15,HOU,L,91,0022500581
2026-01-15,LAL,L,117,0022500586
2026-01-15,MIA,L,114,0022500580
2026-01-15,MIL,L,101,0022500582
2026-01-15,NYK,L,113,0022500584
2026-01-15,ORL,W,118,0022500578
2026-01-15,PHX,L,105,0022500579
2026-01-15,POR,W,117,0022500585
2026-01-15,SAS,W,119,0022500582
2026-01-15,OKC,W,111,0022500581
2026-01-15,UTA,L,122,0022500583
2026-01-15,MEM,L,111,0022500578
2026-01-15,DET,W,108,0022500579
2026-01-15,CHA,W,135,0022500586
2026-01-16,CLE,W,117,0022500589
2026-01-16,NOP,L,119,0022500588
2026-01-16,CHI,L,109,0022500587
2026-01-16,HOU,W,110,0022500591
2026-01-16,LAC,W,121,0022500590
2026-01-16,MIN,L,105,0022500591
2026-01-16,BKN,W,112,0022500587
2026-01-16,IND,W,127,0022500588
2026-01-16,PHI,L,115,0022500589
2026-01-16,SAC,W,128,0022500592
2026-01-16,TOR,L,117,0022500590
2026-01-16,WAS,L,115,0022500592
2026-01-17,ATL,L,106,0022500594
2026-01-17,BOS,W,132,0022500594
2026-01-17,DAL,W,138,0022500593
2026-01-17,DEN,W,121,0022500600
2026-01-17,GSW,W,136,0022500599
2026-01-17,LAL,L,116,0022500601
2026-01-17,MIA,W,122,0022500597
2026-01-17,MIN,L,123,0022500598
2026-01-17,NYK,L,99,0022500596
2026-01-17,IND,L,78,0022500595
2026-01-17,PHX,W,106,0022500596
2026-01-17,POR,W,132,0022500601
2026-01-17,SAS,W,126,0022500598
2026-01-17,OKC,L,120,0022500597
2026-01-17,UTA,L,120,0022500593
2026-01-17,WAS,L,115,0022500600
2026-01-17,DET,W,121,0022500595
2026-01-17,CHA,L,116,0022500599
2026-01-18,NOP,L,110,0022500604
2026-01-18,CHI,W,124,0022500603
2026-01-18,DEN,L,87,0022500605
2026-01-18,HOU,W,119,0022500604
2026-01-18,LAL,W,110,0022500607
2026-01-18,BKN,L,102,0022500603
2026-01-18,ORL,L,109,0022500602
2026-01-18,POR,W,117,0022500606
2026-01-18,SAC,L,110,0022500606
2026-01-18,TOR,L,93,0022500607
2026-01-18,MEM,W,126,0022500602
2026-01-18,CHA,W,110,0022500605
2026-01-19,ATL,L,110,0022500014
2026-01-19,BOS,L,103,0022500017
2026-01-19,CLE,L,104,0022500015
2026-01-19,DAL,W,114,0022500016
2026-01-19,GSW,W,135,0022500612
2026-01-19,LAC,W,110,0022500608
2026-01-19,MIA,L,112,0022500612
2026-01-19,MIL,W,112,0022500014
2026-01-19,BKN,L,117,0022500610
2026-01-19,NYK,L,97,0022500016
2026-01-19,IND,L,104,0022500609
2026-01-19,PHI,W,113,0022500609
2026-01-19,PHX,W,126,0022500610
2026-01-19,SAS,W,123,0022500611
2026-01-19,OKC,W,136,0022500015
2026-01-19,UTA,L,110,0022500611
2026-01-19,WAS,L,106,0022500608
2026-01-19,DET,W,104,0022500017
2026-01-20,CHI,W,138,0022500614
2026-01-20,DEN,L,107,0022500617
2026-01-20,GSW,L,127,0022500618
2026-01-20,HOU,W,111,0022500615
2026-01-20,LAC,L,110,0022500614
2026-01-20,LAL,W,115,0022500617
2026-01-20,MIA,W,130,0022500619
2026-01-20,MIN,L,122,0022500616
2026-01-20,PHI,L,110,0022500613
2026-01-20,PHX,W,116,0022500613
2026-01-20,SAC,L,117,0022500619
2026-01-20,SAS,L,106,0022500615
2026-01-20,TOR,W,145,0022500618
2026-01-20,UTA,W,127,0022500616
2026-01-21,ATL,W,124,0022500623
2026-01-21,BOS,W,119,0022500621
2026-01-21,CLE,W,94,0022500620
2026-01-21,NOP,L,104,0022500624
2026-01-21,MIL,L,102,0022500625
2026-01-21,BKN,L,66,0022500622
2026-01-21,NYK,W,120,0022500622
2026-01-21,IND,L,104,0022500621
2026-01-21,SAC,L,109,0022500626
2026-01-21,OKC,W,122,0022500625
2026-01-21,TOR,W,122,0022500626
2026-01-21,MEM,L,122,0022500623
2026-01-21,DET,W,112,0022500624
2026-01-21,CHA,L,87,0022500620
2026-01-22,CHI,W,120,0022500631
2026-01-22,DAL,W,123,0022500630
2026-01-22,DEN,W,107,0022500629
2026-01-22,GSW,L,115,0022500630
2026-01-22,HOU,L,122,0022500628
2026-01-22,LAC,W,112,0022500633
2026-01-22,LAL,L,104,0022500633
2026-01-22,MIA,L,110,0022500634
2026-01-22,MIN,L,115,0022500631
2026-01-22,ORL,L,97,0022500627
2026-01-22,PHI,W,128,0022500628
2026-01-22,POR,W,127,0022500634
2026-01-22,SAS,W,126,0022500632
2026-01-22,UTA,L,109,0022500632
2026-01-22,WAS,L,97,0022500629
2026-01-22,CHA,W,124,0022500627
2026-01-23,ATL,W,110,0022500636
2026-01-23,BOS,W,130,0022500637
2026-01-23,CLE,W,123,0022500638
2026-01-23,NOP,W,133,0022500639
2026-01-23,DEN,W,102,0022500640
2026-01-23,HOU,W,111,0022500635
2026-01-23,MIL,L,100,0022500640
2026-01-23,BKN,L,126,0022500637
2026-01-23,IND,W,117,0022500641
2026-01-23,PHX,L,103,0022500636
2026-01-23,POR,L,98,0022500642
2026-01-23,SAC,L,118,0022500638
2026-01-23,OKC,L,114,0022500641
2026-01-23,TOR,W,110,0022500642
2026-01-23,MEM,L,127,0022500639
2026-01-23,DET,L,104,0022500635
2026-01-24,BOS,L,111,0022500647
2026-01-24,CLE,W,119,0022500646
2026-01-24,CHI,W,114,0022500647
2026-01-24,DAL,L,110,0022500648
2026-01-24,LAL,W,116,0022500648
2026-01-24,MIA,W,147,0022500649
2026-01-24,NYK,W,112,0022500643
2026-01-24,ORL,L,105,0022500646
2026-01-24,PHI,L,109,0022500643
2026-01-24,UTA,L,116,0022500649
2026-01-24,WAS,L,115,0022500645
2026-01-24,CHA,W,119,0022500645
2026-01-25,NOP,W,104,0022500654
2026-01-25,GSW,W,111,0022500644
2026-01-25,LAC,W,126,0022500656
2026-01-25,MIA,W,111,0022500655
2026-01-25,MIN,L,85,0022500644
2026-01-25,BKN,L,89,0022500656
2026-01-25,PHX,L,102,0022500655
2026-01-25,SAC,L,116,0022500650
2026-01-25,SAS,L,95,0022500654
2026-01-25,OKC,L,101,0022500653
2026-01-25,TOR,W,103,0022500653
2026-01-25,DET,W,139,0022500650
2026-01-26,ATL,W,132,0022500659
2026-01-26,BOS,W,102,0022500660
2026-01-26,CLE,W,114,0022500658
2026-01-26,CHI,L,118,0022500661
2026-01-26,GSW,L,83,0022500663
2026-01-26,HOU,W,108,0022500662
2026-01-26,LAL,W,129,0022500661
2026-01-26,MIN,W,108,0022500663
2026-01-26,ORL,L,98,0022500658
2026-01-26,IND,L,116,0022500659
2026-01-26,PHI,L,93,0022500657
2026-01-26,POR,L,94,0022500660
2026-01-26,MEM,L,99,0022500662
2026-01-26,CHA,W,130,0022500657
2026-01-27,NOP,L,95,0022500667
2026-01-27,DEN,L,107,0022500668
2026-01-27,LAC,W,115,0022500670
2026-01-27,MIL,L,122,0022500666
2026-01-27,BKN,L,102,0022500669
2026-01-27,NYK,W,103,0022500665
2026-01-27,PHI,W,139,0022500666
2026-01-27,PHX,W,106,0022500669
2026-01-27,POR,L,111,0022500664
2026-01-27,SAC,L,87,0022500665
2026-01-27,OKC,W,104,0022500667
2026-01-27,UTA,L,103,0022500670
2026-01-27,WAS,W,115,0022500664
2026-01-27,DET,W,109,0022500668
2026-01-28,ATL,W,117,0022500673
2026-01-28,BOS,L,106,0022500673
2026-01-28,CLE,W,129,0022500671
2026-01-28,CHI,L,110,0022500672
2026-01-28,DAL,L,105,0022500677
2026-01-28,GSW,W,140,0022500678
