hometeamname,awayteamname,season,winner_binary,home_teamscore,home_assists,home_reboundsdefensive,home_reboundsoffensive,home_reboundstotal,home_steals,home_blocks,home_turnovers,home_foulspersonal,home_fieldgoalsmade,home_fieldgoalsattempted,home_fieldgoalspercentage,home_threepointersmade,home_threepointersattempted,home_threepointerspercentage,home_freethrowsmade,home_freethrowsattempted,home_freethrowspercentage,home_plusminuspoints,away_teamscore,away_assists,away_reboundsdefensive,away_reboundsoffensive,away_reboundstotal,away_steals,away_blocks,away_turnovers,away_foulspersonal,away_fieldgoalsmade,away_fieldgoalsattempted,away_fieldgoalspercentage,away_threepointersmade,away_threepointersattempted,away_threepointerspercentage,away_freethrowsmade,away_freethrowsattempted,away_freethrowspercentage,away_plusminuspoints,home_number_of_picks,home_average_overall_pick,away_number_of_picks,away_average_overall_pick
Pistons,Nets,2019-2020,1,106.53,22.58,33.44,11.44,44.88,6.95,4.01,13.59,22.27,38.74,88.92,0.44,12.13,35.07,0.34,16.92,22.69,0.75,-1.33,111.84,23.52,35.26,11.03,46.3,6.68,4.12,15.35,21.69,40.08,89.74,0.45,12.55,35.98,0.35,19.13,25.57,0.75,-0.46,1.0,42.0,3.0,38.0
Magic,Nuggets,2019-2020,0,106.0,25.11,35.45,9.92,45.37,6.63,5.29,13.38,18.96,39.84,88.7,0.45,11.22,32.01,0.35,15.11,19.6,0.77,0.48,110.27,26.84,34.62,11.97,46.59,7.55,4.48,13.06,20.29,41.52,89.94,0.46,10.79,30.86,0.35,16.45,21.76,0.76,3.55,3.0,27.333333333333332,3.0,38.333333333333336
Thunder,Pelicans,2019-2020,1,113.73,23.2,35.43,12.59,48.02,9.23,5.3,14.15,22.76,42.18,93.54,0.45,11.24,32.42,0.35,18.13,25.29,0.72,3.34,115.29,26.94,36.31,11.09,47.41,7.43,5.4,15.08,21.24,43.55,92.29,0.47,10.31,30.15,0.34,17.88,23.72,0.75,-1.81,2.0,55.0,1.0,51.0
Warriors,Spurs,2019-2020,0,116.76,29.08,35.72,9.85,45.57,7.59,6.19,14.52,22.04,43.34,89.0,0.49,12.9,33.85,0.38,17.18,21.51,0.8,5.81,110.92,24.3,35.51,9.31,44.82,6.02,4.67,11.86,18.37,42.0,88.01,0.48,9.56,24.74,0.39,17.37,21.33,0.82,1.61,1.0,28.0,1.0,18.0
Kings,Jazz,2019-2020,1,113.72,25.24,34.15,11.03,45.18,8.22,4.32,13.39,21.77,42.86,93.09,0.46,11.21,29.62,0.38,16.79,23.13,0.72,-1.87,111.22,25.89,36.39,10.01,46.4,8.28,5.8,15.27,21.32,40.17,86.32,0.47,12.06,34.06,0.35,18.83,25.49,0.74,5.0,2.0,19.5,2.0,36.5
Mavericks,Lakers,2019-2020,0,109.11,23.45,35.06,10.12,45.18,6.66,4.35,14.42,20.27,38.76,86.69,0.45,12.49,36.65,0.34,19.08,25.81,0.74,-1.33,111.87,25.56,36.49,10.05,46.54,7.62,5.39,15.94,21.09,42.4,90.15,0.47,10.14,30.44,0.33,16.93,24.06,0.7,-1.26,3.0,30.666666666666668,2.0,36.0
Bulls,Pistons,2019-2020,1,104.51,21.8,34.33,8.79,43.12,7.36,4.3,14.19,20.29,39.67,88.09,0.45,9.12,26.21,0.35,16.05,20.51,0.79,-8.37,106.53,22.58,33.44,11.44,44.88,6.95,4.01,13.59,22.27,38.74,88.92,0.44,12.13,35.07,0.34,16.92,22.69,0.75,-1.33,2.0,14.5,1.0,42.0
Celtics,Knicks,2019-2020,1,111.1,25.66,35.27,9.58,44.85,8.34,5.18,13.02,20.6,41.31,89.8,0.46,12.32,34.26,0.36,16.15,20.17,0.8,3.58,104.79,20.08,34.45,10.4,44.85,7.03,5.18,14.31,21.45,38.18,88.31,0.43,9.94,29.22,0.34,18.48,24.32,0.76,-8.57,1.0,27.0,2.0,22.5
Nets,Rockets,2019-2020,1,111.84,23.52,35.26,11.03,46.3,6.68,4.12,15.35,21.69,40.08,89.74,0.45,12.55,35.98,0.35,19.13,25.57,0.75,-0.46,113.35,21.0,32.08,10.13,42.22,8.67,4.96,13.87,22.23,38.93,86.81,0.45,16.16,45.12,0.36,19.33,24.56,0.79,4.79,3.0,38.0,1.0,46.0
Pacers,Cavaliers,2019-2020,1,107.09,25.48,33.91,9.4,43.31,8.66,4.93,13.88,19.73,40.9,87.12,0.47,9.49,25.63,0.37,15.8,21.01,0.75,2.69,104.58,20.59,32.12,10.76,42.87,6.51,2.42,13.56,20.23,38.85,87.53,0.44,10.23,28.9,0.35,16.65,21.06,0.79,-8.66,2.0,36.5,1.0,8.0
Magic,Bucks,2019-2020,0,106.0,25.11,35.45,9.92,45.37,6.63,5.29,13.38,18.96,39.84,88.7,0.45,11.22,32.01,0.35,15.11,19.6,0.77,0.48,117.59,25.95,40.74,9.47,50.21,7.33,6.0,13.85,20.15,42.84,90.73,0.47,13.5,38.28,0.35,18.42,24.19,0.76,9.51,3.0,27.333333333333332,2.0,33.0
Clippers,Spurs,2019-2020,1,115.05,24.15,35.64,9.81,45.45,6.9,4.67,14.69,23.6,41.21,87.77,0.47,10.05,26.15,0.38,22.58,28.46,0.79,0.66,110.92,24.3,35.51,9.31,44.82,6.02,4.67,11.86,18.37,42.0,88.01,0.48,9.56,24.74,0.39,17.37,21.33,0.82,1.61,2.0,12.5,1.0,18.0
Pelicans,Nuggets,2019-2020,1,115.29,26.94,36.31,11.09,47.41,7.43,5.4,15.08,21.24,43.55,92.29,0.47,10.31,30.15,0.34,17.88,23.72,0.75,-1.81,110.27,26.84,34.62,11.97,46.59,7.55,4.48,13.06,20.29,41.52,89.94,0.46,10.79,30.86,0.35,16.45,21.76,0.76,3.55,1.0,51.0,3.0,38.333333333333336
Hawks,Heat,2019-2020,0,113.3,25.72,34.48,11.54,46.02,8.32,5.17,17.32,24.01,41.36,91.6,0.45,12.99,37.05,0.35,17.6,23.47,0.75,-5.51,106.25,24.11,35.18,11.21,46.39,7.8,5.47,14.94,21.16,39.66,88.06,0.45,11.31,32.47,0.35,15.63,22.4,0.69,-0.18,4.0,21.5,,
Warriors,Suns,2019-2020,0,116.76,29.08,35.72,9.85,45.57,7.59,6.19,14.52,22.04,43.34,89.0,0.49,12.9,33.85,0.38,17.18,21.51,0.8,5.81,107.09,23.76,31.22,9.23,40.45,8.88,5.09,15.72,23.76,39.87,87.07,0.46,9.6,29.28,0.33,17.74,22.88,0.78,-9.05,1.0,28.0,4.0,26.75
Jazz,Clippers,2019-2020,1,111.22,25.89,36.39,10.01,46.4,8.28,5.8,15.27,21.32,40.17,86.32,0.47,12.06,34.06,0.35,18.83,25.49,0.74,5.0,115.05,24.15,35.64,9.81,45.45,6.9,4.67,14.69,23.6,41.21,87.77,0.47,10.05,26.15,0.38,22.58,28.46,0.79,0.66,2.0,36.5,2.0,12.5
Kings,Hornets,2019-2020,0,113.72,25.24,34.15,11.03,45.18,8.22,4.32,13.39,21.77,42.86,93.09,0.46,11.21,29.62,0.38,16.79,23.13,0.72,-1.87,111.01,23.36,34.01,9.75,43.76,7.21,4.98,12.38,19.26,40.27,89.64,0.45,12.0,33.88,0.35,18.47,23.19,0.79,-0.82,2.0,19.5,2.0,33.0
Wizards,Rockets,2019-2020,0,114.0,26.23,32.94,9.72,42.66,8.38,4.74,14.35,21.23,42.1,90.05,0.47,11.28,33.44,0.34,18.51,24.1,0.77,-2.29,113.35,21.0,32.08,10.13,42.22,8.67,4.96,13.87,22.23,38.93,86.81,0.45,16.16,45.12,0.36,19.33,24.56,0.79,4.79,2.0,29.5,1.0,46.0
Thunder,Trail Blazers,2019-2020,0,113.73,23.2,35.43,12.59,48.02,9.23,5.3,14.15,22.76,42.18,93.54,0.45,11.24,32.42,0.35,18.13,25.29,0.72,3.34,113.9,22.6,35.8,11.63,47.43,6.7,5.05,13.75,20.83,41.77,90.3,0.46,11.22,31.05,0.36,19.14,23.73,0.81,3.87,2.0,55.0,1.0,24.0
Celtics,Bucks,2019-2020,1,111.1,25.66,35.27,9.58,44.85,8.34,5.18,13.02,20.6,41.31,89.8,0.46,12.32,34.26,0.36,16.15,20.17,0.8,3.58,117.59,25.95,40.74,9.47,50.21,7.33,6.0,13.85,20.15,42.84,90.73,0.47,13.5,38.28,0.35,18.42,24.19,0.76,9.51,1.0,27.0,2.0,33.0
Nets,Pacers,2019-2020,0,111.84,23.52,35.26,11.03,46.3,6.68,4.12,15.35,21.69,40.08,89.74,0.45,12.55,35.98,0.35,19.13,25.57,0.75,-0.46,107.09,25.48,33.91,9.4,43.31,8.66,4.93,13.88,19.73,40.9,87.12,0.47,9.49,25.63,0.37,15.8,21.01,0.75,2.69,3.0,38.0,2.0,36.5
Raptors,Pistons,2019-2020,1,112.7,24.67,35.28,9.29,44.57,8.31,5.17,13.73,21.55,41.2,88.28,0.47,12.26,33.89,0.36,18.04,22.31,0.81,6.29,106.53,22.58,33.44,11.44,44.88,6.95,4.01,13.59,22.27,38.74,88.92,0.44,12.13,35.07,0.34,16.92,22.69,0.75,-1.33,,,1.0,42.0
Cavaliers,Bulls,2019-2020,1,104.58,20.59,32.12,10.76,42.87,6.51,2.42,13.56,20.23,38.85,87.53,0.44,10.23,28.9,0.35,16.65,21.06,0.79,-8.66,104.51,21.8,34.33,8.79,43.12,7.36,4.3,14.19,20.29,39.67,88.09,0.45,9.12,26.21,0.35,16.05,20.51,0.79,-8.37,1.0,8.0,2.0,14.5
Magic,Knicks,2019-2020,1,106.0,25.11,35.45,9.92,45.37,6.63,5.29,13.38,18.96,39.84,88.7,0.45,11.22,32.01,0.35,15.11,19.6,0.77,0.48,104.79,20.08,34.45,10.4,44.85,7.03,5.18,14.31,21.45,38.18,88.31,0.43,9.94,29.22,0.34,18.48,24.32,0.76,-8.57,3.0,27.333333333333332,2.0,22.5
76ers,Timberwolves,2019-2020,1,114.44,26.68,36.82,11.0,47.82,7.31,5.31,15.31,21.79,41.31,87.9,0.47,10.73,30.11,0.36,21.09,27.27,0.77,2.74,112.24,24.27,33.51,11.23,44.74,8.22,5.01,13.3,20.49,41.33,91.08,0.45,9.94,28.53,0.35,19.65,24.93,0.79,-2.12,6.0,38.166666666666664,2.0,34.0
Lakers,Grizzlies,2019-2020,1,111.87,25.56,36.49,10.05,46.54,7.62,5.39,15.94,21.09,42.4,90.15,0.47,10.14,30.44,0.33,16.93,24.06,0.7,-1.26,103.71,23.82,33.0,8.69,41.69,8.41,5.41,14.33,22.47,37.9,84.24,0.45,9.83,28.77,0.34,18.09,23.41,0.78,-2.63,2.0,36.0,2.0,18.0
Nuggets,Mavericks,2019-2020,0,110.27,26.84,34.62,11.97,46.59,7.55,4.48,13.06,20.29,41.52,89.94,0.46,10.79,30.86,0.35,16.45,21.76,0.76,3.55,109.11,23.45,35.06,10.12,45.18,6.66,4.35,14.42,20.27,38.76,86.69,0.45,12.49,36.65,0.34,19.08,25.81,0.74,-1.33,3.0,38.333333333333336,3.0,30.666666666666668
Heat,Hawks,2019-2020,1,106.25,24.11,35.18,11.21,46.39,7.8,5.47,14.94,21.16,39.66,88.06,0.45,11.31,32.47,0.35,15.63,22.4,0.69,-0.18,113.3,25.72,34.48,11.54,46.02,8.32,5.17,17.32,24.01,41.36,91.6,0.45,12.99,37.05,0.35,17.6,23.47,0.75,-5.51,,,4.0,21.5
Clippers,Hornets,2019-2020,1,115.05,24.15,35.64,9.81,45.45,6.9,4.67,14.69,23.6,41.21,87.77,0.47,10.05,26.15,0.38,22.58,28.46,0.79,0.66,111.01,23.36,34.01,9.75,43.76,7.21,4.98,12.38,19.26,40.27,89.64,0.45,12.0,33.88,0.35,18.47,23.19,0.79,-0.82,2.0,12.5,2.0,33.0
Suns,Jazz,2019-2020,0,107.09,23.76,31.22,9.23,40.45,8.88,5.09,15.72,23.76,39.87,87.07,0.46,9.6,29.28,0.33,17.74,22.88,0.78,-9.05,111.22,25.89,36.39,10.01,46.4,8.28,5.8,15.27,21.32,40.17,86.32,0.47,12.06,34.06,0.35,18.83,25.49,0.74,5.0,4.0,26.75,2.0,36.5
Kings,Nuggets,2019-2020,0,113.72,25.24,34.15,11.03,45.18,8.22,4.32,13.39,21.77,42.86,93.09,0.46,11.21,29.62,0.38,16.79,23.13,0.72,-1.87,110.27,26.84,34.62,11.97,46.59,7.55,4.48,13.06,20.29,41.52,89.94,0.46,10.79,30.86,0.35,16.45,21.76,0.76,3.55,2.0,19.5,3.0,38.333333333333336
Spurs,Trail Blazers,2019-2020,1,110.92,24.3,35.51,9.31,44.82,6.02,4.67,11.86,18.37,42.0,88.01,0.48,9.56,24.74,0.39,17.37,21.33,0.82,1.61,113.9,22.6,35.8,11.63,47.43,6.7,5.05,13.75,20.83,41.77,90.3,0.46,11.22,31.05,0.36,19.14,23.73,0.81,3.87,1.0,18.0,1.0,24.0
Rockets,Thunder,2019-2020,1,113.35,21.0,32.08,10.13,42.22,8.67,4.96,13.87,22.23,38.93,86.81,0.45,16.16,45.12,0.36,19.33,24.56,0.79,4.79,113.73,23.2,35.43,12.59,48.02,9.23,5.3,14.15,22.76,42.18,93.54,0.45,11.24,32.42,0.35,18.13,25.29,0.72,3.34,1.0,46.0,2.0,55.0
Bucks,Cavaliers,2019-2020,1,117.59,25.95,40.74,9.47,50.21,7.33,6.0,13.85,20.15,42.84,90.73,0.47,13.5,38.28,0.35,18.42,24.19,0.76,9.51,104.58,20.59,32.12,10.76,42.87,6.51,2.42,13.56,20.23,38.85,87.53,0.44,10.23,28.9,0.35,16.65,21.06,0.79,-8.66,2.0,33.0,1.0,8.0
Pelicans,Warriors,2019-2020,0,115.29,26.94,36.31,11.09,47.41,7.43,5.4,15.08,21.24,43.55,92.29,0.47,10.31,30.15,0.34,17.88,23.72,0.75,-1.81,116.76,29.08,35.72,9.85,45.57,7.59,6.19,14.52,22.04,43.34,89.0,0.49,12.9,33.85,0.38,17.18,21.51,0.8,5.81,1.0,51.0,1.0,28.0
Hawks,76ers,2019-2020,0,113.3,25.72,34.48,11.54,46.02,8.32,5.17,17.32,24.01,41.36,91.6,0.45,12.99,37.05,0.35,17.6,23.47,0.75,-5.51,114.44,26.68,36.82,11.0,47.82,7.31,5.31,15.31,21.79,41.31,87.9,0.47,10.73,30.11,0.36,21.09,27.27,0.77,2.74,4.0,21.5,6.0,38.166666666666664
Raptors,Magic,2019-2020,1,112.7,24.67,35.28,9.29,44.57,8.31,5.17,13.73,21.55,41.2,88.28,0.47,12.26,33.89,0.36,18.04,22.31,0.81,6.29,106.0,25.11,35.45,9.92,45.37,6.63,5.29,13.38,18.96,39.84,88.7,0.45,11.22,32.01,0.35,15.11,19.6,0.77,0.48,,,3.0,27.333333333333332
Pistons,Pacers,2019-2020,1,106.53,22.58,33.44,11.44,44.88,6.95,4.01,13.59,22.27,38.74,88.92,0.44,12.13,35.07,0.34,16.92,22.69,0.75,-1.33,107.09,25.48,33.91,9.4,43.31,8.66,4.93,13.88,19.73,40.9,87.12,0.47,9.49,25.63,0.37,15.8,21.01,0.75,2.69,1.0,42.0,2.0,36.5
Knicks,Bulls,2019-2020,1,104.79,20.08,34.45,10.4,44.85,7.03,5.18,14.31,21.45,38.18,88.31,0.43,9.94,29.22,0.34,18.48,24.32,0.76,-8.57,104.51,21.8,34.33,8.79,43.12,7.36,4.3,14.19,20.29,39.67,88.09,0.45,9.12,26.21,0.35,16.05,20.51,0.79,-8.37,2.0,22.5,2.0,14.5
Lakers,Hornets,2019-2020,1,111.87,25.56,36.49,10.05,46.54,7.62,5.39,15.94,21.09,42.4,90.15,0.47,10.14,30.44,0.33,16.93,24.06,0.7,-1.26,111.01,23.36,34.01,9.75,43.76,7.21,4.98,12.38,19.26,40.27,89.64,0.45,12.0,33.88,0.35,18.47,23.19,0.79,-0.82,2.0,36.0,2.0,33.0
Mavericks,Trail Blazers,2019-2020,0,109.11,23.45,35.06,10.12,45.18,6.66,4.35,14.42,20.27,38.76,86.69,0.45,12.49,36.65,0.34,19.08,25.81,0.74,-1.33,113.9,22.6,35.8,11.63,47.43,6.7,5.05,13.75,20.83,41.77,90.3,0.46,11.22,31.05,0.36,19.14,23.73,0.81,3.87,3.0,30.666666666666668,1.0,24.0
Timberwolves,Heat,2019-2020,1,112.24,24.27,33.51,11.23,44.74,8.22,5.01,13.3,20.49,41.33,91.08,0.45,9.94,28.53,0.35,19.65,24.93,0.79,-2.12,106.25,24.11,35.18,11.21,46.39,7.8,5.47,14.94,21.16,39.66,88.06,0.45,11.31,32.47,0.35,15.63,22.4,0.69,-0.18,2.0,34.0,,
Grizzlies,Nets,2019-2020,1,103.71,23.82,33.0,8.69,41.69,8.41,5.41,14.33,22.47,37.9,84.24,0.45,9.83,28.77,0.34,18.09,23.41,0.78,-2.63,111.84,23.52,35.26,11.03,46.3,6.68,4.12,15.35,21.69,40.08,89.74,0.45,12.55,35.98,0.35,19.13,25.57,0.75,-0.46,2.0,18.0,3.0,38.0
Thunder,Warriors,2019-2020,1,113.73,23.2,35.43,12.59,48.02,9.23,5.3,14.15,22.76,42.18,93.54,0.45,11.24,32.42,0.35,18.13,25.29,0.72,3.34,116.76,29.08,35.72,9.85,45.57,7.59,6.19,14.52,22.04,43.34,89.0,0.49,12.9,33.85,0.38,17.18,21.51,0.8,5.81,2.0,55.0,1.0,28.0
Suns,Clippers,2019-2020,1,107.09,23.76,31.22,9.23,40.45,8.88,5.09,15.72,23.76,39.87,87.07,0.46,9.6,29.28,0.33,17.74,22.88,0.78,-9.05,115.05,24.15,35.64,9.81,45.45,6.9,4.67,14.69,23.6,41.21,87.77,0.47,10.05,26.15,0.38,22.58,28.46,0.79,0.66,4.0,26.75,2.0,12.5
Jazz,Kings,2019-2020,1,111.22,25.89,36.39,10.01,46.4,8.28,5.8,15.27,21.32,40.17,86.32,0.47,12.06,34.06,0.35,18.83,25.49,0.74,5.0,113.72,25.24,34.15,11.03,45.18,8.22,4.32,13.39,21.77,42.86,93.09,0.46,11.21,29.62,0.38,16.79,23.13,0.72,-1.87,2.0,36.5,2.0,19.5
Spurs,Wizards,2019-2020,1,110.92,24.3,35.51,9.31,44.82,6.02,4.67,11.86,18.37,42.0,88.01,0.48,9.56,24.74,0.39,17.37,21.33,0.82,1.61,114.0,26.23,32.94,9.72,42.66,8.38,4.74,14.35,21.23,42.1,90.05,0.47,11.28,33.44,0.34,18.51,24.1,0.77,-2.29,1.0,18.0,2.0,29.5
Cavaliers,Pacers,2019-2020,1,104.58,20.59,32.12,10.76,42.87,6.51,2.42,13.56,20.23,38.85,87.53,0.44,10.23,28.9,0.35,16.65,21.06,0.79,-8.66,107.09,25.48,33.91,9.4,43.31,8.66,4.93,13.88,19.73,40.9,87.12,0.47,9.49,25.63,0.37,15.8,21.01,0.75,2.69,1.0,8.0,2.0,36.5
Bulls,Raptors,2019-2020,0,104.51,21.8,34.33,8.79,43.12,7.36,4.3,14.19,20.29,39.67,88.09,0.45,9.12,26.21,0.35,16.05,20.51,0.79,-8.37,112.7,24.67,35.28,9.29,44.57,8.31,5.17,13.73,21.55,41.2,88.28,0.47,12.26,33.89,0.36,18.04,22.31,0.81,6.29,2.0,14.5,,
Rockets,Pelicans,2019-2020,1,113.35,21.0,32.08,10.13,42.22,8.67,4.96,13.87,22.23,38.93,86.81,0.45,16.16,45.12,0.36,19.33,24.56,0.79,4.79,115.29,26.94,36.31,11.09,47.41,7.43,5.4,15.08,21.24,43.55,92.29,0.47,10.31,30.15,0.34,17.88,23.72,0.75,-1.81,1.0,46.0,1.0,51.0
Hawks,Magic,2019-2020,1,113.3,25.72,34.48,11.54,46.02,8.32,5.17,17.32,24.01,41.36,91.6,0.45,12.99,37.05,0.35,17.6,23.47,0.75,-5.51,106.0,25.11,35.45,9.92,45.37,6.63,5.29,13.38,18.96,39.84,88.7,0.45,11.22,32.01,0.35,15.11,19.6,0.77,0.48,4.0,21.5,3.0,27.333333333333332
Knicks,Celtics,2019-2020,0,104.79,20.08,34.45,10.4,44.85,7.03,5.18,14.31,21.45,38.18,88.31,0.43,9.94,29.22,0.34,18.48,24.32,0.76,-8.57,111.1,25.66,35.27,9.58,44.85,8.34,5.18,13.02,20.6,41.31,89.8,0.46,12.32,34.26,0.36,16.15,20.17,0.8,3.58,2.0,22.5,1.0,27.0
Pistons,76ers,2019-2020,0,106.53,22.58,33.44,11.44,44.88,6.95,4.01,13.59,22.27,38.74,88.92,0.44,12.13,35.07,0.34,16.92,22.69,0.75,-1.33,114.44,26.68,36.82,11.0,47.82,7.31,5.31,15.31,21.79,41.31,87.9,0.47,10.73,30.11,0.36,21.09,27.27,0.77,2.74,1.0,42.0,6.0,38.166666666666664
Bucks,Heat,2019-2020,0,117.59,25.95,40.74,9.47,50.21,7.33,6.0,13.85,20.15,42.84,90.73,0.47,13.5,38.28,0.35,18.42,24.19,0.76,9.51,106.25,24.11,35.18,11.21,46.39,7.8,5.47,14.94,21.16,39.66,88.06,0.45,11.31,32.47,0.35,15.63,22.4,0.69,-0.18,2.0,33.0,,
Lakers,Jazz,2019-2020,1,111.87,25.56,36.49,10.05,46.54,7.62,5.39,15.94,21.09,42.4,90.15,0.47,10.14,30.44,0.33,16.93,24.06,0.7,-1.26,111.22,25.89,36.39,10.01,46.4,8.28,5.8,15.27,21.32,40.17,86.32,0.47,12.06,34.06,0.35,18.83,25.49,0.74,5.0,2.0,36.0,2.0,36.5
Kings,Trail Blazers,2019-2020,0,113.72,25.24,34.15,11.03,45.18,8.22,4.32,13.39,21.77,42.86,93.09,0.46,11.21,29.62,0.38,16.79,23.13,0.72,-1.87,113.9,22.6,35.8,11.63,47.43,6.7,5.05,13.75,20.83,41.77,90.3,0.46,11.22,31.05,0.36,19.14,23.73,0.81,3.87,2.0,19.5,1.0,24.0
Nuggets,Suns,2019-2020,1,110.27,26.84,34.62,11.97,46.59,7.55,4.48,13.06,20.29,41.52,89.94,0.46,10.79,30.86,0.35,16.45,21.76,0.76,3.55,107.09,23.76,31.22,9.23,40.45,8.88,5.09,15.72,23.76,39.87,87.07,0.46,9.6,29.28,0.33,17.74,22.88,0.78,-9.05,3.0,38.333333333333336,4.0,26.75
Grizzlies,Bulls,2019-2020,0,103.71,23.82,33.0,8.69,41.69,8.41,5.41,14.33,22.47,37.9,84.24,0.45,9.83,28.77,0.34,18.09,23.41,0.78,-2.63,104.51,21.8,34.33,8.79,43.12,7.36,4.3,14.19,20.29,39.67,88.09,0.45,9.12,26.21,0.35,16.05,20.51,0.79,-8.37,2.0,18.0,2.0,14.5
Pelicans,Mavericks,2019-2020,0,115.29,26.94,36.31,11.09,47.41,7.43,5.4,15.08,21.24,43.55,92.29,0.47,10.31,30.15,0.34,17.88,23.72,0.75,-1.81,109.11,23.45,35.06,10.12,45.18,6.66,4.35,14.42,20.27,38.76,86.69,0.45,12.49,36.65,0.34,19.08,25.81,0.74,-1.33,1.0,51.0,3.0,30.666666666666668
Thunder,Wizards,2019-2020,0,113.73,23.2,35.43,12.59,48.02,9.23,5.3,14.15,22.76,42.18,93.54,0.45,11.24,32.42,0.35,18.13,25.29,0.72,3.34,114.0,26.23,32.94,9.72,42.66,8.38,4.74,14.35,21.23,42.1,90.05,0.47,11.28,33.44,0.34,18.51,24.1,0.77,-2.29,2.0,55.0,2.0,29.5
Nets,Knicks,2019-2020,1,111.84,23.52,35.26,11.03,46.3,6.68,4.12,15.35,21.69,40.08,89.74,0.45,12.55,35.98,0.35,19.13,25.57,0.75,-0.46,104.79,20.08,34.45,10.4,44.85,7.03,5.18,14.31,21.45,38.18,88.31,0.43,9.94,29.22,0.34,18.48,24.32,0.76,-8.57,3.0,38.0,2.0,22.5
Celtics,Raptors,2019-2020,1,111.1,25.66,35.27,9.58,44.85,8.34,5.18,13.02,20.6,41.31,89.8,0.46,12.32,34.26,0.36,16.15,20.17,0.8,3.58,112.7,24.67,35.28,9.29,44.57,8.31,5.17,13.73,21.55,41.2,88.28,0.47,12.26,33.89,0.36,18.04,22.31,0.81,6.29,1.0,27.0,,
Hornets,Timberwolves,2019-2020,0,111.01,23.36,34.01,9.75,43.76,7.21,4.98,12.38,19.26,40.27,89.64,0.45,12.0,33.88,0.35,18.47,23.19,0.79,-0.82,112.24,24.27,33.51,11.23,44.74,8.22,5.01,13.3,20.49,41.33,91.08,0.45,9.94,28.53,0.35,19.65,24.93,0.79,-2.12,2.0,33.0,2.0,34.0
Warriors,Clippers,2019-2020,0,116.76,29.08,35.72,9.85,45.57,7.59,6.19,14.52,22.04,43.34,89.0,0.49,12.9,33.85,0.38,17.18,21.51,0.8,5.81,115.05,24.15,35.64,9.81,45.45,6.9,4.67,14.69,23.6,41.21,87.77,0.47,10.05,26.15,0.38,22.58,28.46,0.79,0.66,1.0,28.0,2.0,12.5
Rockets,Bucks,2019-2020,0,113.35,21.0,32.08,10.13,42.22,8.67,4.96,13.87,22.23,38.93,86.81,0.45,16.16,45.12,0.36,19.33,24.56,0.79,4.79,117.59,25.95,40.74,9.47,50.21,7.33,6.0,13.85,20.15,42.84,90.73,0.47,13.5,38.28,0.35,18.42,24.19,0.76,9.51,1.0,46.0,2.0,33.0
Pistons,Hawks,2019-2020,0,106.53,22.58,33.44,11.44,44.88,6.95,4.01,13.59,22.27,38.74,88.92,0.44,12.13,35.07,0.34,16.92,22.69,0.75,-1.33,113.3,25.72,34.48,11.54,46.02,8.32,5.17,17.32,24.01,41.36,91.6,0.45,12.99,37.05,0.35,17.6,23.47,0.75,-5.51,1.0,42.0,4.0,21.5
Suns,Kings,2019-2020,1,107.09,23.76,31.22,9.23,40.45,8.88,5.09,15.72,23.76,39.87,87.07,0.46,9.6,29.28,0.33,17.74,22.88,0.78,-9.05,113.72,25.24,34.15,11.03,45.18,8.22,4.32,13.39,21.77,42.86,93.09,0.46,11.21,29.62,0.38,16.79,23.13,0.72,-1.87,4.0,26.75,2.0,19.5
Trail Blazers,Nuggets,2019-2020,0,113.9,22.6,35.8,11.63,47.43,6.7,5.05,13.75,20.83,41.77,90.3,0.46,11.22,31.05,0.36,19.14,23.73,0.81,3.87,110.27,26.84,34.62,11.97,46.59,7.55,4.48,13.06,20.29,41.52,89.94,0.46,10.79,30.86,0.35,16.45,21.76,0.76,3.55,1.0,24.0,3.0,38.333333333333336
Jazz,Thunder,2019-2020,1,111.22,25.89,36.39,10.01,46.4,8.28,5.8,15.27,21.32,40.17,86.32,0.47,12.06,34.06,0.35,18.83,25.49,0.74,5.0,113.73,23.2,35.43,12.59,48.02,9.23,5.3,14.15,22.76,42.18,93.54,0.45,11.24,32.42,0.35,18.13,25.29,0.72,3.34,2.0,36.5,2.0,55.0
Mavericks,Wizards,2019-2020,1,109.11,23.45,35.06,10.12,45.18,6.66,4.35,14.42,20.27,38.76,86.69,0.45,12.49,36.65,0.34,19.08,25.81,0.74,-1.33,114.0,26.23,32.94,9.72,42.66,8.38,4.74,14.35,21.23,42.1,90.05,0.47,11.28,33.44,0.34,18.51,24.1,0.77,-2.29,3.0,30.666666666666668,2.0,29.5
Spurs,Knicks,2019-2020,1,110.92,24.3,35.51,9.31,44.82,6.02,4.67,11.86,18.37,42.0,88.01,0.48,9.56,24.74,0.39,17.37,21.33,0.82,1.61,104.79,20.08,34.45,10.4,44.85,7.03,5.18,14.31,21.45,38.18,88.31,0.43,9.94,29.22,0.34,18.48,24.32,0.76,-8.57,1.0,18.0,2.0,22.5
Nets,Timberwolves,2019-2020,0,111.84,23.52,35.26,11.03,46.3,6.68,4.12,15.35,21.69,40.08,89.74,0.45,12.55,35.98,0.35,19.13,25.57,0.75,-0.46,112.24,24.27,33.51,11.23,44.74,8.22,5.01,13.3,20.49,41.33,91.08,0.45,9.94,28.53,0.35,19.65,24.93,0.79,-2.12,3.0,38.0,2.0,34.0
